serious_dlqin2yrs,revolving_utilization_of_unsecured_lines,age,number_of_time30-59_days_past_due_not_worse,debt_ratio,monthly_income,number_of_open_credit_lines_and_loans,number_of_times90_days_late,number_real_estate_loans_or_lines,number_of_time60-89_days_past_due_not_worse,number_of_dependents,monthly_income_imputed
1,1.90443093,49,3,548.0,3000.0,5,2,0,2,0.0,3000.0
0,0.015480908,46,0,0.21996857600000005,7000.0,10,0,1,0,0.0,1350.0
0,0.326039191,54,0,0.591093117,1975.0,10,0,2,0,2.0,4100.0
0,0.396478183,27,0,0.181049069,6500.0,10,0,0,0,0.0,3295.0
0,0.000387304,74,0,592.0,5400.0,11,1,1,0,0.0,5400.0
0,0.19323799100000005,40,0,2076.0,0.0,5,0,1,0,0.0,3000.0
0,0.8356700359999999,34,0,0.275544891,5000.0,4,0,0,0,2.0,5400.0
0,0.119976005,54,0,0.082728592,6200.0,2,0,0,0,2.0,8916.0
0,0.689534214,40,1,0.35145606799999995,8000.0,11,0,0,0,2.0,6389.0
0,0.008695391,63,0,0.002050756,3900.0,2,0,0,0,0.0,8916.0
0,0.517482963,50,0,307.0,4000.0,6,0,0,0,0.0,4000.0
0,0.024417774,53,0,0.013726147,5973.0,9,0,0,0,2.0,5000.0
0,0.091095445,59,0,0.462371563,3600.0,4,0,2,0,0.0,2630.0
1,3.523238381,42,0,0.363212263,3000.0,10,0,0,0,1.0,3295.0
0,0.343777963,54,0,0.309838959,9065.0,11,0,3,0,0.0,7000.0
0,0.052358876,53,0,0.11660492800000001,12417.0,8,0,2,0,0.0,3166.0
0,0.051706899,39,0,0.196734562,6185.0,3,0,1,0,1.0,2100.0
0,0.127429086,58,0,0.584227718,15000.0,8,0,3,0,0.0,3935.0
0,0.9999999,44,0,0.0,12900.0,1,0,0,0,0.0,17500.0
0,0.11524499699999999,76,0,10687.0,12450.0,13,0,6,0,0.0,12450.0
0,0.036115439,68,0,0.268013265,9950.0,9,0,3,0,0.0,16166.0
0,0.03276419,31,0,0.425706357,7927.0,3,0,2,0,0.0,6841.0
0,0.555251582,55,1,1845.0,5300.0,18,0,0,0,0.0,5300.0
0,0.45508982,22,0,6.0,0.0,1,0,0,0,0.0,17500.0
0,0.027191536,46,0,0.253044901,5500.0,7,0,1,0,0.0,0.0
0,0.500901984,40,0,0.455351237,7558.0,9,0,3,0,2.0,16166.0
1,0.519153182,58,0,0.220229344,3400.0,9,0,0,0,0.0,5000.0
0,0.073616835,61,0,1062.0,4566.0,8,0,1,0,0.0,4566.0
0,0.037266475,79,0,22.0,4593.0,3,0,0,0,0.0,4593.0
0,0.292373991,42,0,0.463969069,15000.0,8,0,4,0,5.0,9383.0
0,0.003393734,44,0,0.359697845,4500.0,6,0,1,0,1.0,6600.0
0,0.645490739,58,0,0.323554207,11861.0,15,0,2,0,1.0,2000.0
0,0.10663376,56,0,661.5,1.0,6,0,1,0,0.0,6600.0
0,0.0,67,0,0.0,600.0,10,0,0,0,1.0,3295.0
0,0.530359424,65,0,0.58230384,5989.0,5,0,2,0,1.0,6500.0
0,0.479840325,48,3,0.589938579,10256.0,12,0,2,0,5.0,13900.0
0,0.16056995300000002,29,1,0.096761295,2500.0,7,0,0,0,0.0,5800.0
0,0.310161654,42,0,0.302080853,21000.0,12,0,1,0,2.0,4500.0
0,0.294844791,81,0,0.138885487,8164.0,8,0,1,0,0.0,4566.0
0,0.598180901,53,0,4541.0,4000.0,14,0,2,0,2.0,4000.0
1,0.871114343,55,1,0.68097587,7500.0,7,0,2,0,0.0,7117.0
0,0.008376514999999998,75,0,19.0,1300.0,8,0,0,0,0.0,1300.0
0,0.086938217,43,1,1.129623459,3000.0,5,0,2,0,2.0,6500.0
0,0.040419634,81,0,1146.0,4322.0,9,0,1,0,0.0,4322.0
0,0.440159954,37,1,0.438676266,7916.0,20,0,3,0,1.0,54166.0
0,0.9999999,64,0,0.262683619,8100.0,6,0,2,0,0.0,18000.0
0,0.281593742,45,0,0.437160177,16000.0,11,0,2,0,0.0,26062.0
0,0.601944698,56,0,0.166298284,9500.0,4,0,0,0,0.0,5400.0
0,0.9999999,33,0,0.307074703,8593.0,4,0,1,0,0.0,4187.0
1,0.922077922,41,2,0.435560231,1900.0,4,0,1,1,2.0,4187.0
0,0.007583645,59,0,2202.0,3300.0,17,0,1,0,0.0,3300.0
0,0.218744212,60,0,0.344670789,10995.0,21,0,4,0,1.0,25200.0
0,0.9999999,64,0,362.0,2100.0,3,0,1,0,0.0,2100.0
0,0.028836791,44,0,0.070302031,9700.0,10,0,0,0,2.0,3295.0
0,0.505590506,55,0,0.516368328,6200.0,9,0,1,1,0.0,4322.0
0,0.192877999,77,0,0.14538846,2200.0,12,0,0,0,0.0,3800.0
1,1.032423939,40,0,0.558905281,4676.0,5,1,1,0,2.0,3000.0
0,0.534215613,57,0,0.6923736079999999,4667.0,10,0,1,0,1.0,1350.0
0,0.089930113,38,0,0.16590110800000002,3700.0,8,0,0,0,0.0,1300.0
0,0.0768101,50,0,0.243178411,3334.0,5,0,1,0,0.0,3000.0
0,0.41757927799999994,32,0,0.331043098,3201.0,4,0,1,0,0.0,4187.0
0,0.137591735,58,0,0.757498405,4700.0,22,0,2,0,1.0,5670.0
0,0.012434841,73,0,0.109237427,6700.0,8,0,1,0,0.0,4566.0
0,0.0,39,0,0.0,8916.0,2,0,0,0,0.0,8916.0
0,0.18001220199999998,30,0,0.248269497,6500.0,7,0,1,0,1.0,0.0
0,0.027969605,55,0,603.0,5800.0,7,0,0,0,0.0,5800.0
0,0.355038773,57,2,0.375086794,7200.0,12,0,0,0,0.0,3800.0
1,0.087680355,39,0,0.104904952,4260.0,4,0,0,1,3.0,5400.0
0,0.007040999,78,0,0.197443923,3833.0,7,0,0,0,1.0,5800.0
0,0.0,49,0,0.585138287,3000.0,8,0,3,0,4.0,3935.0
0,0.040040495,47,0,3750.0,8500.0,12,0,3,0,2.0,8500.0
0,0.994011976,27,0,0.057251908,1833.0,3,0,0,0,0.0,4593.0
0,0.7126880990000001,37,0,0.30235341,7520.0,9,0,1,0,2.0,4322.0
0,0.76080603,75,2,0.257507308,3762.0,11,0,0,0,0.0,6389.0
1,0.9999999,29,0,0.0,3200.0,0,0,0,0,0.0,2400.0
0,0.134924338,57,0,1551.0,2100.0,3,0,1,0,0.0,2100.0
0,0.9999999,48,3,3819.0,4566.0,8,0,1,0,0.0,4566.0
0,0.00537936,71,0,0.025417258,9166.0,5,0,0,0,0.0,3000.0
0,0.04798173,73,0,0.067990935,7500.0,10,0,1,0,0.0,1350.0
0,0.004872203,44,0,0.043993232,6500.0,3,0,0,0,0.0,4593.0
0,0.672053527,52,0,1.285188108,3800.0,13,0,1,0,0.0,3000.0
0,0.091118178,33,0,0.265594628,5658.0,6,0,1,0,0.0,6600.0
0,0.024213421,58,0,426.0,9666.0,2,0,1,0,0.0,9666.0
0,0.002424176,50,0,0.50129974,5000.0,8,0,2,0,4.0,3166.0
0,0.021271286,50,0,1743.0,4322.0,9,0,1,0,0.0,4322.0
1,0.980403919,50,1,0.394512084,5502.0,9,0,2,0,0.0,17560.0
0,0.519277989,57,0,0.424078431,12749.0,12,0,3,0,1.0,8500.0
1,0.070955136,44,0,2303.0,3166.0,8,0,2,0,0.0,3166.0
1,0.172375976,43,1,0.277226689,9576.0,8,0,1,0,2.0,4566.0
1,0.7351132440000002,43,3,0.444145357,5200.0,7,1,1,0,1.0,0.0
1,0.9999999,34,0,0.473129798,5600.0,6,3,2,3,5.0,18000.0
0,0.000522234,70,0,0.0,4300.0,3,0,0,0,0.0,4593.0
1,1.026486581,36,3,0.548890222,5000.0,9,0,2,0,0.0,17560.0
0,0.041029236,57,0,0.28533933300000003,8000.0,11,0,2,0,1.0,26062.0
0,0.15040509400000002,51,0,0.192772953,6447.0,9,0,2,0,0.0,17560.0
0,0.225879081,42,0,0.08759562,6666.0,6,0,0,0,0.0,4000.0
0,0.0,57,0,0.034793041000000004,5000.0,8,0,0,0,2.0,1300.0
0,0.066461413,48,0,0.206128134,4666.0,4,0,1,0,1.0,4187.0
0,0.010967388,72,0,0.470477976,3200.0,7,0,1,0,0.0,0.0
0,0.17543687100000002,48,0,1.039611964,1236.0,4,0,2,0,0.0,2630.0
0,0.597072234,55,0,0.36823158799999994,13333.0,7,0,3,0,1.0,0.0
0,0.109503306,59,0,0.258974103,10000.0,4,0,2,0,0.0,2630.0
0,0.00179228,60,0,0.283111315,6530.0,11,0,1,0,0.0,5400.0
0,0.195028869,58,1,0.482351765,10000.0,13,0,3,0,1.0,12000.0
0,0.411890854,40,0,0.519795447,6061.0,12,0,1,0,1.0,4500.0
0,0.216925083,40,0,2708.0,6600.0,6,0,1,0,0.0,6600.0
0,0.03167818,39,0,0.411886662,7234.0,14,0,1,0,3.0,6600.0
0,0.033017776,49,0,0.162901082,15800.0,13,0,1,0,0.0,3000.0
0,0.015439893,59,0,0.374928991,5280.0,12,0,1,0,2.0,4500.0
0,0.016797753999999998,48,0,0.176347605,11000.0,7,0,1,0,1.0,0.0
0,0.200871965,86,0,151.0,4593.0,3,0,0,0,0.0,4593.0
0,0.001018608,64,0,0.446006171,2916.0,7,0,1,0,0.0,0.0
0,0.600184601,47,2,0.099423235,3640.0,3,1,0,0,1.0,4593.0
1,0.14296905599999998,44,0,0.292756656,8600.0,11,0,1,0,1.0,5400.0
0,0.15789473699999998,39,0,0.115776845,5000.0,5,0,0,0,3.0,3000.0
0,0.050405704,56,0,0.085425384,2867.0,7,0,0,0,0.0,5800.0
0,0.916805324,49,1,0.004359198,3440.0,2,0,0,0,0.0,8916.0
0,0.0,65,0,0.0,0.0,10,0,0,0,0.0,3295.0
0,0.305009069,49,0,0.164505516,5166.0,7,0,0,0,0.0,5800.0
0,0.070283889,57,0,0.53444789,7416.0,9,0,3,0,1.0,16166.0
0,0.442299866,52,0,1017.0,6600.0,6,0,1,0,0.0,6600.0
0,0.101187372,35,0,0.579504075,5766.0,13,0,1,0,0.0,3000.0
0,0.933708027,56,2,0.28797954,1954.0,7,1,0,0,1.0,5800.0
0,0.014334747,70,0,34.0,1300.0,8,0,0,0,0.0,1300.0
0,0.902216488,47,0,0.365090701,7000.0,4,0,1,0,0.0,4187.0
1,1.01059788,31,1,0.115066751,3145.0,3,0,0,0,0.0,4593.0
0,0.532360492,42,0,2724.0,2100.0,3,0,1,0,0.0,2100.0
0,0.047723122,38,0,1348.0,3000.0,5,0,1,0,0.0,3000.0
0,0.0014262620000000002,62,1,0.503684211,1899.0,10,0,0,0,0.0,3295.0
0,0.300541005,49,0,0.560342776,4200.0,16,0,1,0,0.0,5833.0
0,0.027633414,52,0,0.38920949,10916.0,11,0,2,0,0.0,26062.0
0,0.004242307,82,0,0.000963623,4150.0,7,0,0,0,0.0,5800.0
0,0.368869164,56,0,0.348804856,7906.0,11,0,2,0,3.0,26062.0
0,0.007182255,55,0,0.231907987,35733.0,9,0,1,0,4.0,4322.0
0,0.123548445,64,0,0.145627549,11034.0,9,0,1,0,0.0,4322.0
0,0.670393601,47,0,1153.0,4187.0,4,0,1,0,0.0,4187.0
1,0.391588336,73,0,1257.0,6389.0,11,0,0,0,0.0,6389.0
0,0.9999999,23,0,0.0,820.0,1,0,0,0,0.0,17500.0
0,0.9999999,43,0,0.0,5333.0,0,0,0,0,2.0,2400.0
0,0.075065841,60,0,1310.0,4100.0,10,0,2,0,0.0,4100.0
0,0.034825871,35,0,0.030159268,2950.0,2,0,0,0,2.0,8916.0
0,0.36109244,62,0,0.18985401,15000.0,8,0,1,0,0.0,4566.0
0,0.0077686959999999985,67,0,0.184234508,13167.0,8,0,1,0,1.0,4566.0
1,0.9999999,31,0,0.043297252,1200.0,2,1,0,0,0.0,8916.0
0,0.286037211,32,0,0.108178364,5000.0,4,0,0,0,1.0,5400.0
0,0.391819485,45,0,0.08192540599999999,3136.0,4,0,0,0,0.0,5400.0
0,0.0,78,0,0.0,4000.0,6,0,0,0,0.0,4000.0
0,0.063137088,41,0,521.0,5400.0,4,0,0,0,0.0,5400.0
0,0.127797517,46,0,1.663941871,1100.0,6,0,1,0,0.0,6600.0
0,0.059125351,76,0,0.155128205,4679.0,9,0,1,0,0.0,4322.0
0,0.175062603,49,0,0.317117734,8756.0,15,0,1,0,2.0,7100.0
0,0.800022844,56,0,0.604974184,13750.0,23,0,2,1,0.0,10959.0
0,0.041395454,76,0,0.5362417629999999,4400.0,9,0,1,0,1.0,4322.0
0,0.000190795,58,0,0.18100499899999997,3800.0,23,0,1,0,1.0,8083.0
0,0.0,63,0,84.0,5000.0,9,0,0,0,0.0,5000.0
1,0.960968558,45,2,4824.0,16166.0,9,5,3,1,0.0,16166.0
0,0.005365135,64,0,1607.0,2000.0,15,0,2,0,2.0,2000.0
0,0.131600211,63,0,0.576325656,5600.0,28,0,2,0,0.0,5000.0
0,0.016999191,72,0,0.002317497,4314.0,6,0,0,0,0.0,4000.0
0,0.22543222,57,0,2.251766784,1131.0,12,0,1,0,0.0,4500.0
0,0.0,29,0,0.140036927,7040.0,10,0,0,0,0.0,3295.0
0,0.8232221479999998,42,0,0.337944664,7083.0,5,0,0,0,2.0,3000.0
0,0.241109469,41,0,0.52715292,4400.0,4,0,1,0,1.0,4187.0
1,0.28652378300000003,55,1,0.675620188,5844.0,9,0,4,0,3.0,900.0
0,0.819966374,49,0,2.466527819,3360.0,10,0,2,0,1.0,4100.0
0,0.000695622,65,0,1617.0,18000.0,6,0,2,0,0.0,18000.0
0,0.6283893770000001,38,0,0.597891292,5500.0,9,0,3,0,0.0,16166.0
0,0.049283954000000005,56,0,0.7441279359999998,2000.0,8,0,1,0,0.0,4566.0
0,0.020326776,25,0,0.102463406,2800.0,6,0,0,0,0.0,4000.0
0,0.241610365,45,0,0.477704459,5000.0,10,0,2,0,0.0,4100.0
0,0.053442756,54,0,0.019330756,7500.0,6,0,0,0,0.0,4000.0
0,0.4646541,48,0,1694.0,5400.0,11,0,1,0,0.0,5400.0
0,0.090574755,55,0,0.489884393,3459.0,13,0,1,0,0.0,3000.0
0,0.221705237,61,0,3333.0,3935.0,8,0,3,0,0.0,3935.0
0,0.341863255,38,0,0.304628999,2937.0,3,0,1,0,1.0,2100.0
0,0.9999999,43,0,0.0,2400.0,0,0,0,0,0.0,2400.0
0,0.292423723,39,1,0.45877725,6100.0,9,1,3,1,1.0,16166.0
0,0.220059995,53,0,0.307173207,4000.0,5,0,1,0,0.0,3000.0
0,0.563022924,68,0,0.030996125,8000.0,3,1,0,0,2.0,4593.0
0,0.017810329,52,0,0.626168224,3530.0,14,0,2,0,3.0,4000.0
0,0.932135729,37,1,0.358758999,5833.0,2,1,1,0,0.0,9666.0
0,0.17345721100000006,62,0,0.5414175920000001,7025.0,26,0,2,0,2.0,8583.0
0,0.094985309,40,0,3378.0,0.0,10,0,2,0,3.0,4100.0
0,0.16899072899999998,74,0,0.324279287,6000.0,10,0,1,0,1.0,1350.0
0,0.9999999,41,0,1633.0,3000.0,5,0,1,0,0.0,3000.0
0,0.319595565,48,0,0.58607714,3188.0,22,0,1,0,0.0,8420.0
0,0.093512238,42,0,0.43718755,6200.0,23,0,2,0,3.0,10959.0
0,0.9999999,24,0,0.4054246970000001,1400.0,2,0,0,0,0.0,8916.0
0,0.9999999,41,0,0.109343936,5532.0,3,0,0,0,2.0,4593.0
0,0.047015894,59,0,0.015746063,4000.0,5,0,0,0,0.0,3000.0
0,0.013383918,40,0,1.520537986,2750.0,8,0,2,0,0.0,3166.0
0,0.042478737,38,3,0.336367398,4833.0,17,0,1,0,0.0,3300.0
0,0.213632699,32,0,0.7135104259999999,3500.0,17,0,1,0,1.0,3300.0
0,0.293030848,46,0,0.588941106,10000.0,13,0,1,0,2.0,3000.0
0,0.138247425,60,0,5665.0,14512.0,32,0,2,0,0.0,14512.0
0,0.011729096000000001,53,0,20.0,4593.0,3,0,0,0,0.0,4593.0
0,0.240394313,68,0,3638.0,6088.0,13,0,2,0,0.0,6088.0
0,0.025247108,62,0,516.0,4000.0,6,0,0,0,1.0,4000.0
0,0.0559386,70,0,0.338665334,4000.0,10,0,2,0,0.0,4100.0
0,0.0,36,0,0.143387604,3500.0,5,0,0,0,0.0,3000.0
1,0.153523081,41,1,0.396733696,9000.0,17,0,1,0,2.0,3300.0
0,0.988828357,32,0,0.660484286,1940.0,9,0,0,0,1.0,5000.0
0,0.305960625,57,0,0.404059661,8916.0,31,0,1,0,1.0,8213.0
0,0.0,40,0,0.084149136,4800.0,2,0,0,0,2.0,8916.0
0,0.071763299,47,0,0.24462043,12500.0,5,0,1,0,2.0,3000.0
1,0.8269485409999998,59,0,0.63621489,3666.0,19,0,1,0,0.0,12958.0
0,0.041273701,61,0,0.180198384,5443.0,9,0,0,0,2.0,5000.0
1,0.9999999,44,0,1.09310889,1900.0,1,3,1,0,0.0,5130.0
0,0.013331556000000001,30,0,0.278046727,4750.0,4,0,1,0,0.0,4187.0
0,0.460523575,64,1,0.675324675,1000.0,10,0,1,0,0.0,1350.0
0,0.139785424,69,0,0.258489921,14634.0,7,0,1,0,1.0,0.0
0,0.0,39,1,0.397943151,7000.0,6,0,2,0,1.0,18000.0
0,0.000529381,81,0,0.194322271,2500.0,6,0,1,0,0.0,6600.0
0,0.237834669,37,0,378.0,5400.0,4,0,0,0,0.0,5400.0
0,0.073761386,52,0,0.407680492,3254.0,2,0,1,0,0.0,9666.0
0,0.000296274,30,1,0.0,3405.0,1,0,0,0,0.0,17500.0
0,0.0,77,0,1067.0,2100.0,3,0,1,0,0.0,2100.0
0,0.9999999,35,0,0.012341447,2916.0,0,0,0,0,0.0,2400.0
0,0.0,72,0,0.0,4656.0,4,0,0,0,0.0,5400.0
0,0.394438601,81,0,0.33234025100000003,9733.0,22,0,1,0,0.0,8420.0
0,0.110145373,65,0,0.02027027,2071.0,1,0,0,0,0.0,17500.0
0,0.01857373,80,0,0.004665889,6000.0,3,0,0,0,0.0,4593.0
0,0.035622079,58,0,0.013331111000000001,6000.0,8,0,0,0,2.0,1300.0
0,0.195656969,49,0,0.7234717419999998,3467.0,10,0,2,0,2.0,4100.0
0,0.005401886,71,0,0.003703704,4859.0,8,0,0,0,0.0,1300.0
0,0.9999999,67,1,0.058414465,5032.0,0,0,0,1,0.0,2400.0
0,0.021679133,49,0,0.332092639,2417.0,4,0,1,0,2.0,4187.0
0,0.140283078,38,0,0.148170366,5000.0,6,0,0,0,2.0,4000.0
0,0.0,44,0,0.422080943,6448.0,4,0,2,0,3.0,2630.0
0,0.091645418,76,0,0.327479829,2106.0,3,0,1,0,0.0,2100.0
0,0.066761221,49,0,3190.0,0.0,7,0,1,0,3.0,0.0
0,0.17845848,64,1,826.0,6600.0,6,0,1,0,0.0,6600.0
0,0.05720419999999999,56,0,0.21869532600000002,4000.0,12,0,1,0,0.0,4500.0
0,0.039538668,50,0,0.017043905,7333.0,7,0,0,0,1.0,5800.0
0,0.51060737,54,2,0.350575242,10864.0,9,0,1,0,1.0,4322.0
0,0.029007865,37,0,1314.0,5400.0,11,0,1,0,0.0,5400.0
0,0.058163062,32,0,0.410358964,10000.0,11,0,3,0,0.0,7000.0
0,0.061060599000000014,42,0,0.261078879,8100.0,6,0,2,0,3.0,18000.0
0,0.752806592,46,0,1.581307401,1850.0,8,0,1,0,0.0,4566.0
0,0.334069199,53,2,1967.0,26062.0,11,0,2,0,0.0,26062.0
1,0.132437351,89,0,0.08351177699999998,2801.0,4,1,0,0,0.0,5400.0
0,0.635529405,56,0,0.951445912,2800.0,8,0,2,0,0.0,3166.0
0,0.586283931,56,0,2495.0,4187.0,4,0,1,0,1.0,4187.0
0,0.115047841,62,0,0.134580877,3900.0,12,0,0,0,3.0,3800.0
0,0.0,39,0,0.745109404,6900.0,6,0,4,0,0.0,6924.0
0,0.447727493,57,0,0.369185597,6470.0,7,0,1,0,0.0,0.0
0,0.363644502,60,0,0.453299057,3500.0,15,0,2,0,0.0,2000.0
0,0.373610795,31,0,0.305248619,8687.0,7,0,2,0,0.0,7117.0
0,0.001562419,52,0,0.33655893200000003,5166.0,12,0,1,0,0.0,4500.0
0,0.254671162,59,0,277.0,3000.0,5,0,0,0,3.0,3000.0
0,0.076348633,63,0,0.47805965,5833.0,11,0,2,0,3.0,26062.0
0,0.311485842,44,0,0.266636941,8970.0,5,0,2,0,3.0,6500.0
0,0.257823178,44,0,0.33212407,5512.0,7,0,1,0,3.0,0.0
0,0.319927828,40,0,0.244885402,6500.0,11,0,0,0,0.0,6389.0
0,0.17749703600000002,62,0,0.8839724679999998,2033.0,9,0,1,0,0.0,4322.0
0,0.487205127,42,0,2234.0,0.0,4,0,1,0,2.0,4187.0
0,0.512509752,43,1,0.10016,62499.0,12,0,3,0,4.0,8500.0
0,0.748808555,61,3,0.439651216,8715.0,15,0,1,0,1.0,7100.0
1,0.048543389000000006,32,0,0.077175698,3044.0,10,1,0,1,2.0,3295.0
0,0.368375946,35,0,0.33632287,3344.0,6,0,1,0,3.0,6600.0
0,0.120493011,51,0,0.225117406,6600.0,9,0,1,0,0.0,4322.0
0,0.011272386,72,0,0.100151235,5950.0,4,0,0,0,0.0,5400.0
0,0.9999999,39,0,3.1390887289999996,1250.0,7,0,2,0,0.0,7117.0
0,0.193284256,54,0,0.316192702,7700.0,14,0,1,0,2.0,6600.0
0,0.052833849,65,0,0.252502781,1797.0,6,0,1,0,0.0,6600.0
0,0.668186545,36,0,1.037279597,5954.0,14,0,2,0,2.0,4000.0
0,0.156450159,36,1,0.117318436,3400.0,8,0,0,0,0.0,1300.0
0,0.004304493,58,0,4563.0,18000.0,6,0,2,0,0.0,18000.0
0,0.020117748,47,0,0.303132938,1180.0,9,0,0,0,2.0,5000.0
0,0.024510566,78,0,2372.0,0.0,7,0,1,0,0.0,0.0
0,0.039640004,63,0,0.233985376,16000.0,12,0,2,0,3.0,13900.0
0,0.066045795,67,0,2038.0,0.0,7,0,1,0,0.0,0.0
1,0.169117761,49,0,0.457377259,7800.0,12,0,2,0,2.0,13900.0
0,0.12248068,85,0,0.251114082,4487.0,4,0,1,0,1.0,4187.0
0,0.161463079,64,0,0.054236441,4000.0,5,0,0,0,1.0,3000.0
0,0.053322798,53,0,0.232643437,7633.0,5,0,1,0,3.0,3000.0
0,0.19719864,55,0,2436.0,8600.0,16,0,2,0,0.0,8600.0
0,0.0,62,0,0.551567469,2200.0,5,0,0,0,0.0,3000.0
0,0.573800689,57,0,0.408982218,23000.0,14,0,4,0,2.0,11425.0
0,0.016009533,41,0,0.357858076,2296.0,8,0,0,0,1.0,1300.0
0,0.077842886,50,0,0.257893407,3958.0,11,0,1,0,0.0,5400.0
0,0.763121385,49,0,1934.0,3000.0,5,0,0,0,0.0,3000.0
0,0.7528638879999998,51,0,0.7007392659999999,7033.0,11,1,1,0,0.0,5400.0
0,0.04799911900000001,75,0,0.447013247,8001.0,9,0,2,0,0.0,17560.0
0,0.309974169,39,0,0.193094829,6400.0,13,0,2,0,1.0,6088.0
0,0.308482167,56,0,0.39389784,5833.0,8,0,1,0,2.0,4566.0
0,0.0045881,61,0,0.439564181,5873.0,12,0,1,0,0.0,4500.0
0,0.628558096,45,0,0.321670097,3400.0,4,0,1,0,0.0,4187.0
0,0.626516351,46,0,4549.0,0.0,7,0,1,0,2.0,0.0
0,0.653993022,46,1,1.712633452,3371.0,14,0,2,0,0.0,4000.0
0,0.17754315199999998,46,0,0.07779222099999998,10000.0,6,0,0,0,3.0,4000.0
0,0.307278646,59,0,0.426152399,5314.0,15,0,3,0,1.0,1860.0
0,0.152000408,53,0,0.339776704,6000.0,10,0,1,0,2.0,1350.0
0,0.490153846,53,0,2209.0,4322.0,9,0,1,0,3.0,4322.0
0,0.043900298,43,0,0.118966617,9405.0,3,0,1,0,3.0,2100.0
0,0.117354062,33,0,652.0,5400.0,4,0,0,0,0.0,5400.0
0,0.015926693999999998,86,0,13.0,4000.0,6,0,0,0,0.0,4000.0
0,0.9999999,25,98,0.0,3000.0,0,98,0,98,0.0,2400.0
0,0.426123304,48,0,0.436390902,4000.0,22,0,0,0,2.0,7802.0
0,0.016342293,57,0,0.005109282,3522.0,3,0,0,0,1.0,4593.0
0,0.460843157,41,0,2134.0,1350.0,10,0,1,0,2.0,1350.0
0,0.0,30,3,0.5132802120000001,1505.0,3,0,1,0,0.0,2100.0
0,0.741606302,36,0,0.390621281,4200.0,14,0,0,0,0.0,3000.0
0,0.014964212,76,0,0.060853769,1100.0,15,0,0,0,0.0,1.0
0,0.9999999,68,0,0.08195902,2000.0,0,0,0,0,0.0,2400.0
0,0.188412985,67,0,0.14662827,12500.0,9,0,1,0,0.0,4322.0
0,0.410478603,26,1,0.109578084,5000.0,5,0,0,0,0.0,3000.0
0,0.07607309799999999,70,0,1716.0,6500.0,5,0,2,0,0.0,6500.0
0,0.334039906,41,0,0.352443154,4133.0,8,0,1,0,0.0,4566.0
0,0.16365729099999998,40,0,0.515765018,3012.0,3,0,1,0,0.0,2100.0
0,0.08386114799999998,57,0,2373.0,1350.0,10,0,1,0,0.0,1350.0
0,0.0,61,3,0.191822677,18000.0,17,0,1,0,0.0,3300.0
0,0.040776645,67,0,0.17464606100000002,9252.0,11,0,2,0,0.0,26062.0
0,0.8116440709999998,40,2,0.616232097,2722.0,9,0,1,0,3.0,4322.0
0,0.021787413,79,0,1.051252847,877.0,13,0,1,0,0.0,3000.0
0,0.530433257,30,1,0.072237679,10063.0,4,1,0,0,0.0,5400.0
1,0.392142203,62,0,0.7402210139999998,5700.0,14,1,3,0,0.0,11416.0
0,0.250203545,30,0,365.0,5000.0,9,0,0,0,0.0,5000.0
0,0.9389394310000002,47,0,6464.0,4000.0,14,0,2,0,0.0,4000.0
0,0.411941767,38,0,0.283651176,5400.0,11,0,0,0,1.0,6389.0
0,0.818129872,36,0,0.354551241,3141.0,9,0,0,0,3.0,5000.0
0,0.07687711599999998,33,0,424.0,4000.0,6,0,0,0,0.0,4000.0
0,0.915462231,31,0,0.447888028,4000.0,14,0,1,0,0.0,6600.0
0,0.441651193,28,0,0.043192488,2129.0,1,0,0,0,0.0,17500.0
0,0.000336601,66,0,0.046065789,14500.0,16,0,1,0,1.0,5833.0
1,0.8900732839999999,44,0,978.0,5800.0,7,2,0,1,0.0,5800.0
0,0.004182503,90,0,0.001999334,3000.0,3,0,0,0,0.0,4593.0
0,0.053483228,80,0,0.11021702,4100.0,6,0,1,0,0.0,6600.0
0,0.061595036,68,0,889.0,1350.0,10,0,1,0,0.0,1350.0
0,0.097826768,55,0,0.112590401,6083.0,12,0,0,0,3.0,3800.0
0,0.654209112,31,0,0.38037553,1650.0,6,0,0,0,0.0,4000.0
0,0.006683147,77,0,0.005847953,2564.0,8,0,0,0,0.0,1300.0
0,0.013874963,69,0,0.005399568,2777.0,3,0,0,0,0.0,4593.0
0,0.9999999,69,0,0.057104403,5200.0,2,0,0,0,0.0,8916.0
0,0.0,82,0,106.0,5800.0,7,0,0,0,0.0,5800.0
0,0.45416272,46,0,0.314644608,3263.0,5,0,1,0,1.0,3000.0
0,0.0,49,0,0.8175912039999998,2000.0,6,0,1,0,0.0,6600.0
0,0.262178799,48,0,0.480594367,4508.0,22,0,1,0,0.0,8420.0
0,0.061413646,40,0,0.950220998,13800.0,13,0,6,0,0.0,12450.0
0,0.017678274,40,0,0.854715095,3000.0,17,0,3,0,0.0,11003.0
0,0.8634704459999999,52,0,40.03096903,1000.0,10,0,0,0,0.0,3295.0
0,0.027095317,78,0,237.0,2100.0,3,0,1,0,0.0,2100.0
0,0.49677256,65,0,0.367894834,5400.0,17,0,2,0,0.0,12000.0
0,0.078670142,46,0,0.219722731,7645.0,4,0,1,0,4.0,4187.0
1,0.08093251699999998,80,0,1.0,2500.0,11,0,1,2,0.0,5400.0
